,Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Motivation_Level,Internet_Access,Tutoring_Sessions,Family_Income,Teacher_Quality,School_Type,Peer_Influence,Physical_Activity,Learning_Disabilities,Parental_Education_Level,Distance_from_Home,Gender,Exam_Score,ratio_per_person
195,22,79,High,Medium,No,5,100,Medium,Yes,4,High,High,Public,Negative,3.0,No,College,Near,Male,72,0.27848101265822783
196,15,95,Low,Low,Yes,6,88,Low,Yes,1,Low,Medium,Public,Negative,5.0,No,High School,Near,Male,66,0.15789473684210525
197,21,91,Medium,High,Yes,5,84,Medium,Yes,1,High,Low,Public,Neutral,2.0,No,High School,Near,Male,70,0.23076923076923078
198,20,81,High,Medium,Yes,6,51,High,No,3,Medium,Medium,Public,Neutral,4.0,Yes,High School,Near,Male,67,0.24691358024691357
199,13,87,High,Low,Yes,4,72,Medium,Yes,2,Medium,High,Public,Neutral,3.0,No,High School,Moderate,Female,67,0.14942528735632185
200,22,94,Low,Medium,Yes,7,75,High,Yes,2,High,Medium,Public,Neutral,2.0,No,College,Near,Female,71,0.23404255319148937
201,23,60,High,Medium,Yes,8,69,Medium,Yes,1,Low,Medium,Private,Positive,4.0,No,College,Near,Male,66,0.38333333333333336
202,26,76,Medium,Medium,Yes,5,57,Medium,Yes,1,Medium,Medium,Public,Positive,4.0,No,High School,Near,Male,68,0.34210526315789475
203,26,96,Medium,Medium,Yes,7,68,Medium,Yes,3,High,Medium,Private,Positive,3.0,No,College,Near,Female,74,0.2708333333333333
204,12,90,Medium,Low,Yes,6,54,Medium,No,1,High,Medium,Public,Neutral,3.0,No,High School,Near,Male,64,0.13333333333333333
205,14,82,Medium,Medium,No,8,65,Medium,Yes,1,Low,Medium,Private,Positive,3.0,No,College,Near,Male,65,0.17073170731707318
206,23,81,Low,Medium,Yes,4,54,Medium,Yes,1,Low,Medium,Public,Neutral,3.0,No,College,Near,Male,66,0.2839506172839506
207,23,74,Medium,High,Yes,8,88,Low,Yes,0,Medium,High,Public,Negative,3.0,Yes,High School,Near,Male,66,0.3108108108108108
208,23,81,Medium,Low,No,4,84,Medium,Yes,2,Medium,Medium,Public,Positive,5.0,No,High School,Near,Male,68,0.2839506172839506
209,43,86,High,Medium,Yes,7,97,Medium,Yes,2,Medium,High,Public,Positive,1.0,No,High School,Near,Female,78,0.5
210,23,77,Medium,High,Yes,6,69,Low,Yes,1,Medium,Medium,Private,Positive,2.0,No,High School,Moderate,Female,67,0.2987012987012987
211,27,89,Medium,High,Yes,6,89,Medium,Yes,3,Medium,Medium,Private,Positive,3.0,No,High School,Near,Male,74,0.30337078651685395
212,26,94,Medium,High,No,5,79,High,Yes,1,Low,High,Public,Positive,2.0,No,Postgraduate,Near,Male,74,0.2765957446808511
213,24,66,Medium,Low,No,9,82,Low,Yes,1,Medium,Medium,Public,Neutral,2.0,Yes,High School,Near,Female,62,0.36363636363636365
214,18,78,High,Medium,Yes,5,77,Medium,No,2,Medium,Medium,Public,Neutral,4.0,No,High School,Far,Male,66,0.23076923076923078
215,25,76,Medium,Medium,Yes,5,89,High,Yes,3,Medium,High,Public,Neutral,3.0,No,High School,Far,Female,69,0.32894736842105265
216,15,87,Medium,High,Yes,10,52,Medium,Yes,2,Low,High,Private,Positive,3.0,No,College,Near,Male,68,0.1724137931034483
217,19,70,Medium,Low,No,7,54,High,Yes,0,Medium,Medium,Public,Positive,2.0,Yes,High School,Moderate,Male,89,0.2714285714285714
218,17,86,High,Low,No,5,55,Low,No,2,High,Medium,Private,Neutral,4.0,No,College,Near,Male,66,0.19767441860465115
219,20,95,Low,Medium,Yes,7,64,Low,No,2,Medium,High,Public,Neutral,3.0,No,High School,Near,Female,68,0.21052631578947367
220,34,77,Medium,Low,Yes,7,80,Low,Yes,0,Medium,Medium,Public,Positive,3.0,No,High School,Near,Male,69,0.44155844155844154
221,9,96,Medium,Medium,Yes,4,82,High,No,0,Low,Medium,Public,Positive,4.0,No,College,Near,Male,67,0.09375
222,24,100,High,High,Yes,6,86,Low,Yes,2,Medium,Medium,Private,Positive,5.0,No,High School,Near,Male,75,0.24
223,10,64,Medium,High,No,7,64,High,Yes,0,Medium,Medium,Public,Positive,4.0,Yes,High School,Moderate,Female,60,0.15625
224,17,69,High,Medium,Yes,9,83,Medium,Yes,2,Medium,High,Private,Positive,4.0,Yes,College,Moderate,Female,66,0.2463768115942029
225,27,98,Low,High,Yes,7,56,Low,Yes,1,High,Medium,Private,Positive,3.0,No,College,Near,Female,73,0.2755102040816326
226,20,98,Medium,Low,No,7,50,Low,Yes,1,Medium,High,Private,Neutral,2.0,No,High School,Near,Female,68,0.20408163265306123
227,14,64,Medium,Medium,Yes,6,85,Medium,Yes,0,Medium,Medium,Public,Neutral,3.0,No,High School,Near,Male,62,0.21875
228,16,61,Medium,Medium,No,9,86,Low,Yes,2,Low,High,Public,Positive,2.0,No,High School,Near,Male,62,0.26229508196721313
229,24,66,High,Low,Yes,8,81,High,Yes,1,Medium,Medium,Public,Neutral,4.0,No,High School,Far,Male,65,0.36363636363636365
230,16,100,High,Low,Yes,8,63,High,Yes,2,Low,Medium,Public,Negative,3.0,No,High School,Moderate,Male,69,0.16
231,21,67,Medium,Medium,No,7,96,Low,Yes,3,Low,Medium,Public,Neutral,2.0,No,High School,Far,Female,64,0.31343283582089554
232,20,80,Medium,High,No,5,94,Medium,Yes,0,Low,Low,Private,Positive,4.0,Yes,Postgraduate,Moderate,Female,67,0.25
233,16,94,High,High,Yes,9,76,Medium,Yes,0,Low,High,Public,Neutral,2.0,No,High School,Near,Male,70,0.1702127659574468
234,33,61,Medium,Medium,No,7,99,High,Yes,2,Medium,High,Public,Neutral,3.0,No,College,Near,Female,70,0.5409836065573771
235,24,84,High,Low,No,7,65,Low,Yes,3,Medium,High,Public,Positive,3.0,No,High School,Near,Female,69,0.2857142857142857
236,8,71,High,Low,No,8,75,Medium,Yes,0,Medium,High,Public,Positive,3.0,No,High School,Near,Male,61,0.11267605633802817
237,21,94,Medium,Medium,No,7,96,Low,Yes,0,Medium,Medium,Private,Neutral,2.0,Yes,Postgraduate,Moderate,Male,69,0.22340425531914893
238,16,71,High,Medium,Yes,5,73,Medium,Yes,1,Medium,Medium,Public,Neutral,0.0,Yes,High School,Near,Male,63,0.22535211267605634
239,25,87,Medium,Low,Yes,7,74,Low,Yes,0,Medium,High,Public,Neutral,4.0,Yes,High School,Near,Male,67,0.28735632183908044
240,15,87,Low,Medium,No,4,54,Medium,Yes,1,Medium,Medium,Public,Neutral,6.0,No,,Moderate,Male,65,0.1724137931034483
241,19,69,Medium,Medium,Yes,7,61,High,Yes,3,High,High,Public,Neutral,4.0,No,High School,Moderate,Male,66,0.2753623188405797
242,23,61,Low,Medium,No,9,58,Medium,Yes,4,Medium,Medium,Public,Neutral,2.0,No,High School,Near,Male,63,0.3770491803278688
243,25,76,Medium,High,Yes,4,78,Medium,Yes,2,Medium,Medium,Private,Negative,3.0,No,High School,Moderate,Female,68,0.32894736842105265
244,13,72,High,High,No,7,66,Medium,Yes,0,Low,High,Public,Neutral,4.0,No,Postgraduate,Near,Male,65,0.18055555555555555
245,18,92,Low,Medium,Yes,8,54,Medium,Yes,1,Medium,Medium,Public,Positive,3.0,No,High School,Near,Male,67,0.1956521739130435
246,17,92,Low,Low,Yes,8,75,Medium,Yes,2,Medium,High,Public,Neutral,3.0,No,Postgraduate,Near,Female,68,0.18478260869565216
247,16,78,Medium,High,No,6,83,Medium,Yes,0,Low,Low,Public,Neutral,3.0,Yes,College,Near,Male,64,0.20512820512820512
248,31,84,Medium,Medium,No,5,87,High,Yes,0,Medium,Medium,Private,Positive,3.0,No,College,Moderate,Male,71,0.36904761904761907
249,22,84,Medium,Medium,Yes,6,92,Low,Yes,0,Medium,Medium,Public,Neutral,5.0,No,High School,Near,Female,69,0.2619047619047619
250,12,93,Medium,Medium,Yes,9,74,Low,Yes,1,Medium,Medium,Public,Neutral,3.0,No,Postgraduate,Moderate,Male,67,0.12903225806451613
251,26,77,Low,Medium,No,4,70,Low,Yes,2,High,Low,Public,Neutral,3.0,Yes,College,Moderate,Female,65,0.33766233766233766
252,33,71,Low,Medium,No,5,84,Medium,Yes,1,Medium,Medium,Public,Positive,2.0,No,High School,Near,Male,68,0.4647887323943662
253,26,71,High,Medium,Yes,6,51,Low,No,1,High,Medium,Private,Positive,3.0,No,Postgraduate,Moderate,Male,67,0.36619718309859156
254,11,81,Medium,Medium,Yes,6,82,High,Yes,3,Medium,High,Public,Neutral,4.0,No,High School,Near,Male,67,0.13580246913580246
255,17,78,Medium,High,Yes,7,70,Medium,No,2,Low,High,Public,Positive,3.0,No,High School,Near,Male,66,0.21794871794871795
256,28,78,High,Medium,No,9,73,High,Yes,2,Medium,Medium,Public,Neutral,4.0,No,College,Moderate,Female,70,0.358974358974359
257,16,64,High,Low,Yes,5,65,Medium,Yes,3,Medium,High,Private,Positive,4.0,No,Postgraduate,Moderate,Female,65,0.25
258,23,89,Low,Low,Yes,7,56,Low,Yes,4,Medium,Low,Private,Positive,4.0,No,Postgraduate,Near,Female,69,0.25842696629213485
259,25,69,Medium,Medium,Yes,7,70,Low,No,1,High,High,Public,Positive,4.0,No,High School,Far,Female,65,0.36231884057971014
260,14,68,High,Medium,No,6,65,Medium,Yes,1,High,Medium,Public,Neutral,3.0,Yes,College,Near,Male,63,0.20588235294117646
261,20,77,Medium,Medium,No,5,98,Low,Yes,2,Low,High,Private,Neutral,2.0,No,Postgraduate,Far,Female,67,0.2597402597402597
262,1,69,High,Medium,Yes,6,97,Medium,Yes,1,Low,Medium,Public,Positive,3.0,No,High School,Near,Female,61,0.014492753623188406
263,14,83,Medium,Low,Yes,6,82,Medium,Yes,0,Medium,Medium,Public,Positive,2.0,No,High School,Near,Female,65,0.1686746987951807
264,18,75,Low,High,Yes,8,95,Medium,Yes,1,Low,Low,Public,Neutral,2.0,No,College,Near,Female,66,0.24
265,13,78,Medium,High,Yes,8,88,High,Yes,0,High,Low,Public,Neutral,3.0,No,College,Near,Male,66,0.16666666666666666
266,30,81,Medium,Low,Yes,5,67,Medium,Yes,1,High,High,Public,Negative,1.0,No,High School,Near,Male,69,0.37037037037037035
267,11,68,Medium,Medium,No,6,80,Medium,Yes,2,Medium,Medium,Public,Positive,3.0,No,College,Moderate,Female,63,0.16176470588235295
268,17,66,Low,High,No,6,61,Medium,Yes,1,High,Medium,Public,Positive,6.0,No,Postgraduate,Near,Male,65,0.25757575757575757
269,21,95,Low,Low,No,10,84,Low,Yes,0,High,Medium,Public,Neutral,4.0,Yes,High School,Near,Male,67,0.22105263157894736
270,29,77,High,High,Yes,7,52,Medium,Yes,2,High,Medium,Public,Negative,3.0,Yes,High School,Near,Female,69,0.37662337662337664
271,11,76,Low,Medium,Yes,5,92,Medium,Yes,4,Medium,Low,Public,Negative,2.0,No,Postgraduate,Near,Male,65,0.14473684210526316
272,27,61,Medium,Medium,No,6,79,Medium,Yes,1,Low,Medium,Public,Positive,3.0,No,High School,Moderate,Male,65,0.4426229508196721
273,20,80,High,Low,Yes,6,53,Medium,Yes,0,Low,Medium,Public,Neutral,2.0,No,College,Moderate,Male,65,0.25
274,14,82,Medium,High,Yes,8,94,Low,Yes,2,Low,High,Public,Negative,5.0,No,College,Far,Female,67,0.17073170731707318
275,23,82,Low,Medium,Yes,8,94,Medium,Yes,1,Medium,Medium,Public,Negative,2.0,Yes,High School,,Male,66,0.2804878048780488
276,21,88,Medium,High,No,7,93,Medium,Yes,4,Low,Medium,Public,Positive,3.0,No,High School,Near,Female,72,0.23863636363636365
277,16,67,Medium,High,No,7,89,High,Yes,3,Low,Medium,Public,Positive,3.0,No,College,Near,Male,66,0.23880597014925373
278,20,70,Medium,Medium,Yes,7,84,Low,No,2,Medium,High,Private,Neutral,4.0,No,College,Far,Male,65,0.2857142857142857
279,18,92,High,Medium,Yes,7,70,Medium,Yes,1,Low,Medium,Public,Neutral,3.0,No,High School,Moderate,Male,69,0.1956521739130435
280,21,98,Medium,Low,No,4,57,Medium,Yes,2,High,Low,Public,Neutral,2.0,No,High School,Near,Female,68,0.21428571428571427
281,24,65,Medium,Low,No,7,64,Low,Yes,1,High,Medium,Public,Neutral,1.0,No,Postgraduate,Near,Male,64,0.36923076923076925
282,30,80,Low,High,No,6,67,Medium,Yes,3,Medium,Medium,Public,Negative,4.0,No,College,Moderate,Female,69,0.375
283,13,69,Medium,Low,Yes,5,68,Low,Yes,0,High,Medium,Public,Positive,1.0,Yes,High School,Moderate,Female,59,0.18840579710144928
284,33,62,High,Medium,Yes,10,78,Medium,Yes,0,Medium,Medium,Private,Positive,3.0,No,High School,Moderate,Female,68,0.532258064516129
285,8,73,Medium,Medium,No,7,60,Medium,No,0,High,Medium,Private,Neutral,3.0,No,High School,Near,Female,60,0.1095890410958904
286,19,66,Medium,High,No,7,59,Medium,Yes,1,High,Medium,Public,Negative,3.0,No,High School,Far,Male,62,0.2878787878787879
287,24,88,Low,Medium,Yes,6,86,Low,Yes,0,Low,Low,Public,Negative,3.0,No,College,Near,Male,67,0.2727272727272727
288,22,81,Low,High,Yes,8,50,High,Yes,4,Medium,Medium,Private,Positive,5.0,No,High School,Far,Female,68,0.2716049382716049
289,16,66,Medium,High,Yes,5,57,High,Yes,3,Medium,Medium,Public,Positive,3.0,No,High School,Moderate,Female,64,0.24242424242424243
290,19,60,Medium,High,Yes,7,72,High,Yes,3,Low,High,Public,Positive,3.0,No,High School,Moderate,Female,65,0.31666666666666665
291,17,92,Low,Low,Yes,6,57,Medium,Yes,2,Medium,Medium,Private,Positive,2.0,Yes,High School,Moderate,Female,65,0.18478260869565216
292,16,67,High,Medium,No,8,98,Medium,Yes,0,Low,Low,Public,Neutral,3.0,No,High School,Near,Female,63,0.23880597014925373
293,25,84,Medium,Low,Yes,6,84,Low,Yes,2,Medium,High,Public,Positive,3.0,No,High School,Near,Male,70,0.2976190476190476
294,22,73,Low,Medium,Yes,9,72,Low,Yes,3,Medium,Medium,Public,Positive,3.0,No,High School,Near,Female,66,0.3013698630136986
295,16,83,Medium,High,Yes,7,56,Low,Yes,4,High,Medium,Public,Positive,3.0,No,High School,Near,Female,68,0.1927710843373494
296,25,73,Low,Low,No,8,69,Medium,Yes,3,Medium,Medium,Private,Positive,3.0,No,High School,Near,Female,66,0.3424657534246575
297,22,63,Low,Low,No,8,83,Medium,Yes,3,Medium,Medium,Private,Negative,1.0,No,College,Near,Male,63,0.3492063492063492
298,25,69,High,Medium,Yes,9,98,Medium,Yes,1,Low,Medium,Public,Negative,3.0,Yes,College,Moderate,Female,66,0.36231884057971014
299,24,68,Medium,Medium,Yes,6,74,Medium,Yes,1,Medium,Medium,Public,Neutral,3.0,No,High School,Near,Female,65,0.35294117647058826
300,15,77,Medium,Medium,Yes,8,85,High,Yes,1,Low,Medium,Public,Positive,2.0,No,Postgraduate,Moderate,Male,66,0.19480519480519481
301,17,86,High,Low,Yes,4,60,High,Yes,2,High,Low,Private,Positive,3.0,Yes,College,Moderate,Female,67,0.19767441860465115
302,24,71,Medium,Medium,Yes,7,81,Medium,Yes,0,Low,Medium,Private,Positive,3.0,No,High School,Near,Male,66,0.3380281690140845
303,24,60,Low,Medium,No,6,62,High,Yes,4,Low,High,Public,Negative,3.0,No,High School,Near,Female,63,0.4
304,20,81,Medium,Medium,Yes,5,60,Low,Yes,3,Medium,Medium,Public,Positive,4.0,Yes,High School,Near,Male,66,0.24691358024691357
305,21,84,Medium,Medium,No,6,75,Low,No,1,High,Medium,Public,Positive,3.0,No,College,Moderate,Male,67,0.25
306,28,99,Medium,Medium,Yes,6,61,Medium,No,1,Low,Medium,Public,Positive,3.0,No,High School,Near,Male,71,0.2828282828282828
307,16,84,Medium,High,Yes,7,86,Medium,Yes,1,Low,Medium,Private,Neutral,2.0,No,High School,Near,Female,67,0.19047619047619047
308,23,79,Medium,High,Yes,6,97,Medium,Yes,1,High,Low,Public,Neutral,4.0,No,High School,Moderate,Male,69,0.2911392405063291
309,19,83,Medium,Medium,Yes,7,70,Medium,Yes,2,Low,Medium,Public,Negative,4.0,Yes,Postgraduate,Near,Female,67,0.2289156626506024
310,19,97,High,Medium,Yes,6,66,High,Yes,2,Medium,Medium,Private,Positive,2.0,No,College,Moderate,Female,72,0.1958762886597938
311,27,93,High,Low,No,6,59,High,Yes,2,Low,Medium,Private,Negative,4.0,No,High School,Near,Female,70,0.2903225806451613
312,25,73,Medium,High,Yes,7,70,Low,Yes,0,Low,Medium,Private,Neutral,4.0,No,Postgraduate,Moderate,Male,67,0.3424657534246575
313,25,69,Low,High,Yes,7,78,Medium,Yes,0,Low,High,Public,Negative,3.0,No,High School,Far,Female,64,0.36231884057971014
314,28,71,Medium,Medium,No,8,69,High,Yes,1,Medium,High,Private,Neutral,1.0,No,College,Moderate,Female,67,0.39436619718309857
315,20,80,Low,High,No,8,81,Medium,Yes,3,Medium,Medium,Private,Negative,4.0,No,Postgraduate,Near,Male,69,0.25
316,24,90,Low,Low,No,7,83,Medium,Yes,0,Low,Medium,Private,Positive,3.0,No,College,,Male,68,0.26666666666666666
317,18,80,Medium,Medium,No,8,55,Low,Yes,2,Low,Low,Public,Neutral,3.0,No,High School,Moderate,Male,63,0.225
318,22,63,Medium,High,Yes,7,85,Medium,Yes,4,High,High,Public,Negative,3.0,No,College,Near,Female,68,0.3492063492063492
319,19,89,High,Medium,Yes,7,95,Medium,Yes,0,Medium,Medium,Public,Positive,3.0,No,High School,Near,Male,70,0.21348314606741572
320,21,92,Medium,Low,Yes,8,51,Low,Yes,0,Medium,Medium,Public,Neutral,2.0,No,College,Moderate,Male,66,0.22826086956521738
321,24,72,High,High,No,6,78,High,Yes,0,Low,High,Public,Negative,6.0,No,High School,Near,Female,68,0.3333333333333333
322,15,87,High,Low,Yes,4,80,High,Yes,0,Low,Medium,Private,Positive,3.0,No,College,Near,Male,67,0.1724137931034483
323,33,77,Low,High,Yes,5,85,Medium,Yes,0,Low,Medium,Private,Neutral,5.0,No,High School,Far,Female,69,0.42857142857142855
324,14,96,Medium,Low,Yes,9,69,High,Yes,0,Medium,Medium,Private,Negative,3.0,Yes,College,Near,Female,66,0.14583333333333334
325,13,94,Medium,Medium,Yes,7,91,Low,Yes,3,Low,Medium,Public,Neutral,3.0,No,High School,Near,Male,68,0.13829787234042554
326,27,81,Medium,Medium,Yes,7,77,Medium,Yes,2,Medium,Low,Public,Neutral,2.0,Yes,Postgraduate,Moderate,Female,69,0.3333333333333333
327,25,88,Medium,Medium,Yes,7,70,Low,Yes,1,Medium,Medium,Private,Positive,3.0,No,Postgraduate,Moderate,Male,70,0.2840909090909091
328,24,95,Medium,High,Yes,8,86,High,Yes,1,Medium,High,Private,Neutral,3.0,No,College,Near,Male,74,0.25263157894736843
329,24,80,Medium,High,Yes,7,96,High,Yes,0,Low,High,Public,Positive,0.0,No,College,Moderate,Female,70,0.3
330,20,73,Medium,Medium,Yes,7,91,Low,Yes,1,Medium,High,Public,Neutral,2.0,No,Postgraduate,Moderate,Male,66,0.273972602739726
331,15,90,High,Medium,Yes,8,97,Medium,Yes,1,Low,High,Private,Negative,3.0,No,College,Near,Female,69,0.16666666666666666
332,20,69,Medium,High,No,6,63,Low,Yes,0,Low,Medium,Public,Negative,3.0,No,Postgraduate,Near,Male,64,0.2898550724637681
333,16,76,Low,High,Yes,8,56,Medium,No,1,Low,Medium,Public,Positive,1.0,No,High School,Near,Male,62,0.21052631578947367
334,26,95,Low,High,No,7,77,Medium,Yes,0,Medium,Medium,Public,Neutral,3.0,No,High School,Moderate,Female,70,0.2736842105263158
335,19,89,High,Medium,Yes,7,52,Medium,Yes,2,Medium,Medium,Public,Negative,4.0,No,High School,Moderate,Male,68,0.21348314606741572
336,15,76,Medium,Medium,Yes,6,84,Low,Yes,0,Medium,High,Public,Neutral,3.0,No,College,Near,Female,65,0.19736842105263158
337,18,69,High,High,No,7,62,Low,Yes,3,Medium,Medium,Public,Positive,3.0,No,High School,Moderate,Male,65,0.2608695652173913
338,22,74,High,High,Yes,6,73,Low,Yes,3,High,High,Public,Positive,4.0,No,Postgraduate,Moderate,Female,71,0.2972972972972973
339,17,71,High,Medium,Yes,9,83,Low,Yes,2,Medium,Medium,Public,Neutral,5.0,No,High School,Near,Male,66,0.23943661971830985
340,15,67,Medium,Medium,No,4,74,Medium,Yes,0,Low,Medium,Public,Negative,3.0,No,College,Moderate,Male,61,0.22388059701492538
341,21,90,Low,Medium,Yes,8,62,Low,Yes,2,Medium,High,Public,Negative,5.0,Yes,High School,Near,Male,67,0.23333333333333334
342,21,70,Low,High,Yes,4,94,Medium,Yes,0,Low,High,Private,Neutral,2.0,No,College,Far,Male,65,0.3
343,17,78,Medium,High,No,8,88,Medium,Yes,0,Low,Medium,Public,Negative,3.0,No,High School,Near,Female,65,0.21794871794871795
344,17,75,Medium,High,Yes,6,80,Medium,No,1,Low,Medium,Private,Positive,5.0,No,High School,Moderate,Male,65,0.22666666666666666
345,21,99,Medium,Medium,No,8,85,High,Yes,4,Medium,Medium,Public,Positive,4.0,No,High School,Moderate,Male,73,0.21212121212121213
346,11,76,Medium,Medium,Yes,7,71,Medium,No,1,Medium,Low,Public,Neutral,2.0,No,College,Near,Male,62,0.14473684210526316
347,12,63,Medium,High,Yes,5,69,Low,Yes,0,Medium,High,Public,Negative,2.0,No,College,Moderate,Female,60,0.19047619047619047
348,16,64,Low,Medium,Yes,9,58,Low,Yes,1,Medium,Medium,Public,Positive,3.0,No,College,Moderate,Female,61,0.25
349,19,84,Low,Medium,Yes,8,90,High,Yes,2,Low,Medium,Private,Neutral,3.0,No,Postgraduate,Far,Male,67,0.2261904761904762
350,22,84,High,Medium,No,8,69,Medium,No,3,Medium,High,Private,Neutral,4.0,No,College,Near,Male,70,0.2619047619047619
351,29,77,Low,High,No,6,85,Medium,Yes,1,Medium,Medium,Public,Positive,1.0,No,College,Near,Male,69,0.37662337662337664
352,25,77,Medium,Low,Yes,8,65,High,No,0,Medium,Medium,Public,Positive,5.0,No,College,Far,Female,66,0.3246753246753247
353,19,62,Medium,Medium,No,5,90,Low,Yes,2,Low,High,Public,Positive,3.0,No,College,Moderate,Male,64,0.3064516129032258
354,20,81,High,Medium,Yes,4,55,Medium,Yes,1,High,Medium,Private,Positive,2.0,No,Postgraduate,Moderate,Male,68,0.24691358024691357
355,14,80,High,Medium,Yes,5,81,Medium,Yes,1,Low,Medium,Public,Positive,4.0,No,Postgraduate,Far,Female,67,0.175
356,20,66,Medium,Medium,No,6,90,High,Yes,0,Medium,Medium,Public,Neutral,1.0,No,College,Near,Female,64,0.30303030303030304
357,18,64,Medium,Medium,Yes,6,83,High,Yes,2,Low,Medium,Public,Positive,2.0,No,College,Near,Male,65,0.28125
358,22,65,Low,High,Yes,6,85,Medium,Yes,2,High,Medium,Public,Positive,3.0,Yes,Postgraduate,Near,Female,66,0.3384615384615385
359,15,64,Medium,Medium,Yes,6,76,High,Yes,2,Medium,Medium,Private,Positive,4.0,Yes,High School,,Female,63,0.234375
360,23,84,High,Medium,Yes,6,78,Low,Yes,2,Low,Low,Public,Negative,2.0,No,High School,Moderate,Female,68,0.27380952380952384
361,29,68,Medium,High,Yes,4,53,Medium,Yes,1,Medium,Medium,Private,Negative,4.0,No,High School,Far,Male,66,0.4264705882352941
362,19,70,Medium,Medium,No,7,63,Low,No,3,Low,Low,Public,Neutral,5.0,No,High School,Near,Male,63,0.2714285714285714
363,22,67,Low,Medium,No,7,86,Low,Yes,1,Low,Medium,Public,Positive,3.0,No,High School,Moderate,Female,63,0.3283582089552239
364,24,98,High,Medium,Yes,6,97,Medium,Yes,1,Medium,Medium,Public,Positive,4.0,No,College,Far,Male,74,0.24489795918367346
365,18,94,Medium,High,Yes,9,77,Low,Yes,1,Medium,High,Public,Positive,2.0,No,College,Moderate,Male,70,0.19148936170212766
366,21,69,High,High,Yes,7,86,Medium,Yes,2,Low,Medium,Private,Neutral,3.0,No,High School,Near,Male,68,0.30434782608695654
367,20,73,Medium,Medium,Yes,7,84,Medium,Yes,0,Medium,Medium,Public,Neutral,4.0,No,Postgraduate,Moderate,Female,66,0.273972602739726
368,21,68,Medium,Low,No,8,100,Low,Yes,0,Medium,Medium,Public,Positive,4.0,No,High School,Far,Male,63,0.3088235294117647
369,15,80,Low,High,No,5,90,Medium,Yes,4,Low,Medium,Public,Positive,3.0,No,College,Far,Female,67,0.1875
370,20,61,Medium,Medium,No,7,81,Medium,Yes,1,Medium,Low,Public,Neutral,3.0,No,High School,Moderate,Male,62,0.32786885245901637
